Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\IMG\robocam_2018_09_19_18_50_21_948.jpg;0;1;0;2.889829;136.6549;107.901;1.362623;163.0955;-0.001448517
D:\IMG\robocam_2018_09_19_18_50_22_061.jpg;0;1;0;2.959258;136.3098;108.0076;1.369708;163.0685;-0.001465067
D:\IMG\robocam_2018_09_19_18_50_22_164.jpg;0;1;0;3.041731;136.0149;108.0987;1.377077;163.0455;-0.001494162
D:\IMG\robocam_2018_09_19_18_50_22_270.jpg;-4.70261;0.6864926;0;3.110007;135.7172;108.1959;1.34708;162.2105;0.0006110439
D:\IMG\robocam_2018_09_19_18_50_22_375.jpg;-9.434916;0.3710056;0;3.151914;135.3648;108.3269;1.152758;159.7638;359.8282
D:\IMG\robocam_2018_09_19_18_50_22_482.jpg;-14.1559;0.05627309;0;3.166055;135.0834;108.4517;0.7239863;156.6127;359.4472
D:\IMG\robocam_2018_09_19_18_50_22_582.jpg;-15;0;0;3.146573;134.8168;108.5903;0.03462111;153.1183;358.8856
D:\IMG\robocam_2018_09_19_18_50_22_687.jpg;-15;0;0;3.121434;134.5549;108.7391;359.5635;149.8424;358.5684
D:\IMG\robocam_2018_09_19_18_50_22_790.jpg;-15;0;0;3.09731;134.2935;108.9012;359.6353;146.523;358.8452
D:\IMG\robocam_2018_09_19_18_50_22_900.jpg;-15;0;0;3.060364;133.9995;109.1258;0.04447251;142.5973;359.0464
D:\IMG\robocam_2018_09_19_18_50_22_994.jpg;-15;0;0;3.017596;133.7764;109.3269;0.08945601;138.9374;358.9047
D:\IMG\robocam_2018_09_19_18_50_23_096.jpg;-15;0;0;2.998299;133.5677;109.535;359.9381;135.4157;358.822
D:\IMG\robocam_2018_09_19_18_50_23_198.jpg;-15;0;0;2.975049;133.3708;109.7554;359.9857;131.9879;358.8059
D:\IMG\robocam_2018_09_19_18_50_23_295.jpg;-10.46232;0;0;2.950064;133.1855;109.9825;-0.003414881;129.2828;358.9126
D:\IMG\robocam_2018_09_19_18_50_23_388.jpg;-6.061685;0.2933758;0;2.93112;133.0433;110.1688;0.007372629;127.8251;358.9511
D:\IMG\robocam_2018_09_19_18_50_23_481.jpg;-1.895952;0.5710913;0;2.936305;132.8655;110.4047;0.02406142;127.0437;359.0349
D:\IMG\robocam_2018_09_19_18_50_23_583.jpg;0;0.8497095;0;2.966384;132.6839;110.6457;0.1448427;126.8914;359.1784
D:\IMG\robocam_2018_09_19_18_50_23_672.jpg;0;1;0;3.018462;132.535;110.8433;0.3378321;126.8877;359.326
D:\IMG\robocam_2018_09_19_18_50_23_766.jpg;0;1;0;3.07036;132.3443;111.0964;0.6770836;126.9065;359.5444
D:\IMG\robocam_2018_09_19_18_50_23_858.jpg;0;0.7205233;0;3.136225;132.1498;111.3539;1.041592;126.9392;359.7851
D:\IMG\robocam_2018_09_19_18_50_23_947.jpg;0;0.4468326;0;3.180511;131.993;111.5609;1.283506;126.9736;359.9782
D:\IMG\robocam_2018_09_19_18_50_24_040.jpg;0;0.7176919;0;3.197946;131.7995;111.8218;1.419249;126.94;-0.002090946
D:\IMG\robocam_2018_09_19_18_50_24_132.jpg;0;0.9928253;0;3.241513;131.6434;112.0316;1.383355;126.9208;-0.0009976584
D:\IMG\robocam_2018_09_19_18_50_24_222.jpg;0;1;0;3.296041;131.4441;112.2995;1.389768;126.8863;-0.0009712664
D:\IMG\robocam_2018_09_19_18_50_24_320.jpg;0;1;0;3.361642;131.2409;112.5728;1.402943;126.8542;-0.001621669
D:\IMG\robocam_2018_09_19_18_50_24_418.jpg;0;1;0;3.427825;131.034;112.8513;1.406097;126.83;-0.001157719
D:\IMG\robocam_2018_09_19_18_50_24_505.jpg;0;1;0;3.494454;130.8657;113.0781;1.409634;126.8075;-0.001181446
D:\IMG\robocam_2018_09_19_18_50_24_608.jpg;0;1;0;3.547105;130.652;113.3664;1.412611;126.7777;-0.001647323
D:\IMG\robocam_2018_09_19_18_50_24_700.jpg;0;1;0;3.611949;130.4345;113.6601;1.418532;126.7483;-0.001573507
D:\IMG\robocam_2018_09_19_18_50_24_792.jpg;0;1;0;3.676844;130.2579;113.8988;1.422088;126.7235;-0.001698892
D:\IMG\robocam_2018_09_19_18_50_24_887.jpg;0;1;0;3.728714;130.0338;114.202;1.428026;126.6923;-0.001726573
D:\IMG\robocam_2018_09_19_18_50_24_976.jpg;0;1;0;3.793001;129.806;114.5105;1.432739;126.6604;-0.001750223
D:\IMG\robocam_2018_09_19_18_50_25_068.jpg;0;1;0;3.856944;129.6212;114.7611;1.437202;126.6341;-0.001752842
D:\IMG\robocam_2018_09_19_18_50_25_154.jpg;0;1;0;3.907713;129.3869;115.0792;1.446612;126.6006;-0.001317499
D:\IMG\robocam_2018_09_19_18_50_25_255.jpg;0;1;0;3.971421;129.1492;115.4023;1.447978;126.5667;-0.001315525
D:\IMG\robocam_2018_09_19_18_50_25_346.jpg;0;1;0;4.034405;128.9564;115.6646;1.453733;126.5365;-0.001713275
D:\IMG\robocam_2018_09_19_18_50_25_445.jpg;0;1;0;4.08372;128.7123;115.9972;1.460657;126.5004;-0.00135263
D:\IMG\robocam_2018_09_19_18_50_25_544.jpg;0;1;0;4.146464;128.4648;116.3349;1.466327;126.4629;-0.001271659
D:\IMG\robocam_2018_09_19_18_50_25_634.jpg;0;1;0;4.208172;128.2139;116.6777;1.470899;126.4225;-0.001781532
D:\IMG\robocam_2018_09_19_18_50_25_728.jpg;0;1;0;4.269214;128.0107;116.9556;1.474962;126.3922;-0.001301796
D:\IMG\robocam_2018_09_19_18_50_25_819.jpg;0;1;0;4.318562;127.7537;117.3077;1.482511;126.3501;-0.001426093
D:\IMG\robocam_2018_09_19_18_50_25_907.jpg;0;1;0;4.379352;127.5457;117.5929;1.482531;126.3176;-0.001432258
D:\IMG\robocam_2018_09_19_18_50_25_991.jpg;0;1;0;4.427881;127.3356;117.8815;1.490442;126.2824;-0.001448703
D:\IMG\robocam_2018_09_19_18_50_26_086.jpg;0;1;0;4.475869;127.0701;118.2467;1.493462;126.2391;-0.001478331
D:\IMG\robocam_2018_09_19_18_50_26_171.jpg;0;1;0;4.535811;126.8554;118.5425;1.494289;126.1937;-0.00131654
D:\IMG\robocam_2018_09_19_18_50_26_265.jpg;0;1;0;4.583613;126.5841;118.9169;1.499367;126.1313;-0.001253982
D:\IMG\robocam_2018_09_19_18_50_26_354.jpg;0;1;0;4.642822;126.3649;119.22;1.501744;126.0794;-0.001281127
D:\IMG\robocam_2018_09_19_18_50_26_447.jpg;0;1;0;4.689851;126.0882;119.6035;1.506163;126.0144;-0.001375344
D:\IMG\robocam_2018_09_19_18_50_26_536.jpg;0;1;0;4.748349;125.8086;119.992;1.506964;125.9472;-0.001379081
D:\IMG\robocam_2018_09_19_18_50_26_625.jpg;0;1;0;4.806721;125.5827;120.3064;1.508222;125.8935;-0.001323647
D:\IMG\robocam_2018_09_19_18_50_26_717.jpg;0;1;0;4.853197;125.2978;120.704;1.511656;125.8292;-0.001444661
D:\IMG\robocam_2018_09_19_18_50_26_808.jpg;0;1;0;4.910481;125.0677;121.0255;1.508627;125.7781;-0.0015622
D:\IMG\robocam_2018_09_19_18_50_26_898.jpg;3.966818;1;0;4.95688;124.7748;121.4297;1.498347;126.242;0.006476165
D:\IMG\robocam_2018_09_19_18_50_26_987.jpg;8.138397;1;0;5.012005;124.5346;121.7493;1.428344;127.3145;0.07181957
D:\IMG\robocam_2018_09_19_18_50_27_089.jpg;12.14388;1;0;4.998261;124.2245;122.1372;1.154217;129.8185;0.2541138
D:\IMG\robocam_2018_09_19_18_50_27_182.jpg;7.576891;1;0;5.010951;123.9023;122.5116;0.7586337;131.8867;0.6014861
D:\IMG\robocam_2018_09_19_18_50_27_270.jpg;3.408834;1;0;5.011314;123.6395;122.8055;0.391116;132.9409;0.8461581
D:\IMG\robocam_2018_09_19_18_50_27_367.jpg;0;1;0;5.012012;123.3056;123.1694;359.9843;133.3708;1.086946
D:\IMG\robocam_2018_09_19_18_50_27_460.jpg;0;1;0;5.011064;122.9658;123.5374;359.9709;133.3427;1.063327
D:\IMG\robocam_2018_09_19_18_50_27_561.jpg;0;1;0;5.015282;122.6215;123.9062;0.1694174;133.3139;0.923745
D:\IMG\robocam_2018_09_19_18_50_27_645.jpg;0;1;0;5.005837;122.3451;124.2013;0.3623911;133.2878;0.7560748
D:\IMG\robocam_2018_09_19_18_50_27_746.jpg;3.832317;1;0;5.011582;121.9958;124.5676;0.651811;133.7911;0.5874798
D:\IMG\robocam_2018_09_19_18_50_27_844.jpg;0;1;0;5.011774;121.6454;124.9334;0.9612876;134.0505;0.3803355
D:\IMG\robocam_2018_09_19_18_50_27_933.jpg;0;1;0;5.004433;121.3647;125.226;1.213121;134.0476;0.2032411
D:\IMG\robocam_2018_09_19_18_50_28_031.jpg;-4.011656;1;0;5.017482;121.0167;125.5939;1.510171;133.3874;359.9876
D:\IMG\robocam_2018_09_19_18_50_28_133.jpg;-8.467655;1;0;5.0148;120.6798;125.9591;1.321486;131.6765;359.9789
D:\IMG\robocam_2018_09_19_18_50_28_226.jpg;-13.02871;1;0;4.91106;120.3614;126.3391;1.06933;129.1294;359.5968
D:\IMG\robocam_2018_09_19_18_50_28_309.jpg;-8.867029;1;0;5.00776;120.1158;126.6468;0.6711216;127.0964;359.3534
D:\IMG\robocam_2018_09_19_18_50_28_401.jpg;-5.102186;1;0;5.015299;119.8216;127.0402;0.1364839;125.428;358.9562
D:\IMG\robocam_2018_09_19_18_50_28_485.jpg;-0.9530116;1;0;5.010998;119.5894;127.3597;359.8166;124.8903;358.7838
D:\IMG\robocam_2018_09_19_18_50_28_573.jpg;-4.732651;1;0;5.004366;119.3545;127.6871;359.944;124.5149;358.9298
D:\IMG\robocam_2018_09_19_18_50_28_658.jpg;-8.689449;1;0;5.00712;119.0749;128.1073;0.1824822;122.9537;358.9493
D:\IMG\robocam_2018_09_19_18_50_28_756.jpg;-12.50478;1;0;5.009629;118.8137;128.5332;0.1492143;120.1739;358.9191
D:\IMG\robocam_2018_09_19_18_50_28_836.jpg;-15;1;0;5.007954;118.6223;128.8801;359.9451;117.5695;358.8102
D:\IMG\robocam_2018_09_19_18_50_28_935.jpg;-11.42092;1;0;5.008954;118.3967;129.3275;0.01734257;114.8483;358.7474
D:\IMG\robocam_2018_09_19_18_50_29_021.jpg;-6.943052;1;0;5.004393;118.2261;129.69;0.03206894;113.2144;358.9282
D:\IMG\robocam_2018_09_19_18_50_29_104.jpg;-3.066864;1;0;5.01371;118.068;130.0589;0.07297292;112.1541;358.9526
D:\IMG\robocam_2018_09_19_18_50_29_191.jpg;0;1;0;5.011048;117.9146;130.4296;0.09473659;111.7354;358.9962
D:\IMG\robocam_2018_09_19_18_50_29_275.jpg;0;1;0;5.011658;117.7261;130.8953;0.1679125;111.6119;359.09
D:\IMG\robocam_2018_09_19_18_50_29_360.jpg;-3.772927;1;0;5.011544;117.5796;131.2711;0.3162483;111.1678;359.1147
D:\IMG\robocam_2018_09_19_18_50_29_445.jpg;-7.558558;1;0;5.005622;117.4394;131.6485;0.4271208;110.0802;359.1258
D:\IMG\robocam_2018_09_19_18_50_29_526.jpg;-3.725029;1;0;5.006323;117.3038;132.0254;0.4188336;109.1954;359.2161
D:\IMG\robocam_2018_09_19_18_50_29_618.jpg;-0.05529094;1;0;5.015358;117.1381;132.4996;0.4917641;108.8297;359.2927
D:\IMG\robocam_2018_09_19_18_50_29_705.jpg;0;1;0;5.006704;117.0066;132.8805;0.6021922;108.7751;359.3803
D:\IMG\robocam_2018_09_19_18_50_29_787.jpg;0;1;0;5.007543;116.8755;133.2623;0.7667715;108.7899;359.4786
D:\IMG\robocam_2018_09_19_18_50_29_864.jpg;0;1;0;4.999977;116.7438;133.6445;0.9544023;108.8327;359.6199
D:\IMG\robocam_2018_09_19_18_50_29_956.jpg;0;1;0;5.018127;116.5787;134.1223;1.210711;108.9296;359.8273
D:\IMG\robocam_2018_09_19_18_50_30_044.jpg;0;1;0;5.015219;116.446;134.5051;1.438695;108.9664;-0.004531551
D:\IMG\robocam_2018_09_19_18_50_30_127.jpg;0;1;0;5.029014;116.3171;134.8851;1.477091;108.9797;-0.004760809
D:\IMG\robocam_2018_09_19_18_50_30_202.jpg;0;1;0;5.01002;116.1895;135.2619;1.340761;108.9386;-0.001223846
D:\IMG\robocam_2018_09_19_18_50_30_289.jpg;0;1;0;5.009126;116.0613;135.6408;1.273668;108.8922;-0.001164341
D:\IMG\robocam_2018_09_19_18_50_30_371.jpg;0;1;0;5.010358;115.9331;136.0204;1.252445;108.8384;-0.0007779203
D:\IMG\robocam_2018_09_19_18_50_30_445.jpg;3.64446;1;0;5.005122;115.8026;136.4;1.265669;109.1443;0.007330836
D:\IMG\robocam_2018_09_19_18_50_30_536.jpg;7.023325;1;0;5.014731;115.6313;136.8714;1.297001;110.3625;0.1486465
D:\IMG\robocam_2018_09_19_18_50_30_614.jpg;2.951601;1;0;4.992617;115.4917;137.2461;1.234432;111.1291;0.2191806
D:\IMG\robocam_2018_09_19_18_50_30_686.jpg;0;1;0;4.990066;115.3856;137.5263;1.175613;111.3578;0.2597949
D:\IMG\robocam_2018_09_19_18_50_30_772.jpg;0;1;0;4.996149;115.2424;137.9004;1.129683;111.442;0.3017635
D:\IMG\robocam_2018_09_19_18_50_30_847.jpg;0;1;0;5.024197;115.099;138.2737;1.090355;111.3565;0.3026848
D:\IMG\robocam_2018_09_19_18_50_30_930.jpg;0;1;0;4.998896;114.9548;138.6485;1.106005;111.316;0.271255
D:\IMG\robocam_2018_09_19_18_50_31_010.jpg;0;1;0;5.020082;114.8109;139.0233;1.151357;111.2295;0.2138382
D:\IMG\robocam_2018_09_19_18_50_31_090.jpg;0;1;0;5.011215;114.6669;139.3992;1.24173;111.1645;0.1309183
D:\IMG\robocam_2018_09_19_18_50_31_171.jpg;0;1;0;5.000441;114.5234;139.7758;1.356235;111.0837;0.01629451
D:\IMG\robocam_2018_09_19_18_50_31_249.jpg;0;1;0;5.014593;114.3785;140.1523;1.480488;111.0767;-0.004705998
D:\IMG\robocam_2018_09_19_18_50_31_335.jpg;-3.499406;1;0;5.024528;114.2016;140.6208;1.473304;110.5388;-0.0007711058
D:\IMG\robocam_2018_09_19_18_50_31_409.jpg;-7.349163;1;0;4.977343;114.0994;140.9032;1.445537;109.846;-0.001528501
D:\IMG\robocam_2018_09_19_18_50_31_494.jpg;-10.7174;1;0;5.009383;113.9714;141.2822;1.391143;108.2322;359.8896
D:\IMG\robocam_2018_09_19_18_50_31_572.jpg;-6.950698;1;0;5.003797;113.8512;141.6612;1.208438;106.5341;359.7586
D:\IMG\robocam_2018_09_19_18_50_31_652.jpg;-3.362437;1;0;4.990664;113.7375;142.0417;0.9818828;105.5228;359.5974
D:\IMG\robocam_2018_09_19_18_50_31_727.jpg;0;1;0;5.012709;113.6282;142.4231;0.7457891;105.1354;359.4518
D:\IMG\robocam_2018_09_19_18_50_31_811.jpg;0;1;0;5.011241;113.5211;142.8062;0.5651044;105.0608;359.3306
D:\IMG\robocam_2018_09_19_18_50_31_886.jpg;0;1;0;5.011236;113.4148;143.1908;0.4531465;105.0681;359.2612
D:\IMG\robocam_2018_09_19_18_50_31_971.jpg;0;1;0;5.012158;113.3088;143.5771;0.4274936;105.09;359.2368
D:\IMG\robocam_2018_09_19_18_50_32_045.jpg;0;1;0;5.007171;113.2027;143.9644;0.4676162;105.1041;359.2729
D:\IMG\robocam_2018_09_19_18_50_32_124.jpg;0;1;0;5.006905;113.0965;144.3528;0.5642789;105.121;359.3547
D:\IMG\robocam_2018_09_19_18_50_32_212.jpg;0;1;0;5.008398;112.9901;144.7422;0.7167994;105.1457;359.4674
D:\IMG\robocam_2018_09_19_18_50_32_291.jpg;0;1;0;5.008609;112.8834;145.1322;0.9173056;105.1844;359.6004
D:\IMG\robocam_2018_09_19_18_50_32_362.jpg;0;1;0;4.999999;112.776;145.5225;1.135823;105.2458;359.7636
D:\IMG\robocam_2018_09_19_18_50_32_454.jpg;3.185292;1;0;5.015467;112.638;146.0097;1.426483;105.787;-0.001134363
D:\IMG\robocam_2018_09_19_18_50_32_532.jpg;7.325949;1;0;5.015047;112.5535;146.3002;1.528882;106.4824;0.05155361
D:\IMG\robocam_2018_09_19_18_50_32_613.jpg;10.85665;1;0;5.005802;112.435;146.6793;1.301633;108.0142;0.1138555
D:\IMG\robocam_2018_09_19_18_50_32_693.jpg;7.252354;1;0;5.012463;112.3056;147.0549;1.08189;109.481;0.376419
D:\IMG\robocam_2018_09_19_18_50_32_772.jpg;3.651115;1;0;5.029246;112.1738;147.428;0.7930256;110.5618;0.5219012
D:\IMG\robocam_2018_09_19_18_50_32_839.jpg;0.09663485;1;0;5.011786;112.0368;147.8;0.5429726;110.9536;0.6953473
D:\IMG\robocam_2018_09_19_18_50_32_930.jpg;0;1;0;5.012166;111.8976;148.1725;0.3534376;111.0346;0.8169447
D:\IMG\robocam_2018_09_19_18_50_33_010.jpg;0;1;0;5.011119;111.7567;148.5457;0.2419003;111.0349;0.8799822
D:\IMG\robocam_2018_09_19_18_50_33_084.jpg;0;1;0;5.011556;111.6146;148.9202;0.2171406;111.015;0.8864622
D:\IMG\robocam_2018_09_19_18_50_33_169.jpg;0;1;0;5.012095;111.4715;149.2961;0.2877463;111.0045;0.8473777
D:\IMG\robocam_2018_09_19_18_50_33_240.jpg;0;1;0;5.005568;111.328;149.6727;0.4100887;110.9976;0.7477939
D:\IMG\robocam_2018_09_19_18_50_33_330.jpg;0;1;0;5.006429;111.1841;150.0503;0.5892223;110.9801;0.6164857
D:\IMG\robocam_2018_09_19_18_50_33_400.jpg;0;1;0;5.007869;111.04;150.4286;0.8121484;110.9557;0.4580079
D:\IMG\robocam_2018_09_19_18_50_33_482.jpg;0;1;0;5.008626;110.896;150.8076;1.06567;110.9186;0.2817251
D:\IMG\robocam_2018_09_19_18_50_33_569.jpg;0;1;0;5.006684;110.7525;151.1868;1.328164;110.8505;0.09012655
D:\IMG\robocam_2018_09_19_18_50_33_656.jpg;0;1;0;4.991106;110.5727;151.6576;1.482425;110.8147;359.9928
D:\IMG\robocam_2018_09_19_18_50_33_735.jpg;0;1;0;5.007841;110.4313;152.0298;1.380718;110.7841;-0.002600175
D:\IMG\robocam_2018_09_19_18_50_33_809.jpg;0;1;0;5.006021;110.3252;152.3108;1.346551;110.7654;-0.002255732
D:\IMG\robocam_2018_09_19_18_50_33_896.jpg;0;1;0;5.012254;110.149;152.78;1.335693;110.7194;-0.001360751
D:\IMG\robocam_2018_09_19_18_50_33_985.jpg;0;1;0;5.008949;110.0083;153.1559;1.357709;110.6376;0.0004380288
D:\IMG\robocam_2018_09_19_18_50_34_062.jpg;0;1;0;4.99706;109.8679;153.5328;1.405544;110.6001;-0.001740114
D:\IMG\robocam_2018_09_19_18_50_34_147.jpg;0;1;0;5.016747;109.7279;153.9097;1.460917;110.5287;-0.001443694
D:\IMG\robocam_2018_09_19_18_50_34_237.jpg;0;1;0;5.016702;109.5539;154.3806;1.493795;110.4615;-0.004030754
D:\IMG\robocam_2018_09_19_18_50_34_316.jpg;0;1;0;5.011169;109.4158;154.7552;1.405563;110.4037;-0.00157179
D:\IMG\robocam_2018_09_19_18_50_34_404.jpg;0;1;0;5.013229;109.2777;155.1313;1.367647;110.3641;-0.001614305
D:\IMG\robocam_2018_09_19_18_50_34_481.jpg;0;1;0;5.016983;109.1399;155.5076;1.357381;110.2816;-0.001279018
D:\IMG\robocam_2018_09_19_18_50_34_569.jpg;0;1;0;5.015009;109.0022;155.8847;1.380313;110.2336;-0.001208013
D:\IMG\robocam_2018_09_19_18_50_34_648.jpg;0;1;0;5.005447;108.8646;156.2625;1.423542;110.1815;-0.001554268
D:\IMG\robocam_2018_09_19_18_50_34_739.jpg;0;1;0;5.01426;108.6933;156.7349;1.492706;110.1157;-0.001112845
D:\IMG\robocam_2018_09_19_18_50_34_822.jpg;0;1;0;4.999013;108.557;157.1122;1.494818;110.0188;-0.001640123
D:\IMG\robocam_2018_09_19_18_50_34_899.jpg;0;1;0;5.013916;108.4211;157.4899;1.498766;109.9729;-0.001908036
D:\IMG\robocam_2018_09_19_18_50_34_984.jpg;0;1;0;5.018474;108.2858;157.8676;1.513399;109.8701;-0.00133406
D:\IMG\robocam_2018_09_19_18_50_35_065.jpg;0;1;0;5.014319;108.1517;158.2434;1.409415;109.8213;-0.001360126
D:\IMG\robocam_2018_09_19_18_50_35_148.jpg;0;1;0;4.976408;108.0177;158.62;1.327116;109.775;-0.001364229
D:\IMG\robocam_2018_09_19_18_50_35_241.jpg;0;1;0;5.013965;107.8504;159.0917;1.282466;109.7059;-0.0007497876
D:\IMG\robocam_2018_09_19_18_50_35_323.jpg;0;1;0;4.995893;107.7164;159.4702;1.29477;109.6663;-0.001443339
D:\IMG\robocam_2018_09_19_18_50_35_400.jpg;0;1;0;5.016768;107.5827;159.8489;1.328398;109.6133;-0.001400165
D:\IMG\robocam_2018_09_19_18_50_35_494.jpg;0;1;0;5.016332;107.4158;160.3233;1.407245;109.5661;-0.001691969
D:\IMG\robocam_2018_09_19_18_50_35_568.jpg;0;1;0;5.022076;107.3159;160.6079;1.455836;109.522;-0.001556878
D:\IMG\robocam_2018_09_19_18_50_35_666.jpg;0;1;0;5.01427;107.1502;161.0821;1.503487;109.4675;-0.004228516
D:\IMG\robocam_2018_09_19_18_50_35_750.jpg;-4.378708;1;0;5.004269;107.0211;161.4603;1.423098;108.9808;-0.0005974522
D:\IMG\robocam_2018_09_19_18_50_35_828.jpg;-8.161379;1;0;5.013712;106.8972;161.8411;1.380185;107.8679;359.9914
D:\IMG\robocam_2018_09_19_18_50_35_920.jpg;-11.62698;1;0;5.018339;106.7572;162.3201;1.281521;105.4742;359.7667
D:\IMG\robocam_2018_09_19_18_50_36_004.jpg;-7.421154;1;0;5.011085;106.6544;162.7027;1.007494;103.6181;359.6281
D:\IMG\robocam_2018_09_19_18_50_36_086.jpg;-3.64957;1;0;4.997149;106.5613;163.0872;0.7162489;102.5225;359.3879
D:\IMG\robocam_2018_09_19_18_50_36_175.jpg;0;1;0;5.011732;106.4502;163.5692;0.3478319;102.0522;359.1674
D:\IMG\robocam_2018_09_19_18_50_36_250.jpg;0;1;0;5.011609;106.3857;163.8599;0.1824941;101.9991;359.0613
D:\IMG\robocam_2018_09_19_18_50_36_341.jpg;0;1;0;5.011022;106.2793;164.3468;0.02210855;101.9962;358.9646
D:\IMG\robocam_2018_09_19_18_50_36_424.jpg;0;1;0;5.011478;106.1944;164.7384;0.01015459;102.0134;358.963
D:\IMG\robocam_2018_09_19_18_50_36_507.jpg;0;1;0;5.011781;106.1094;165.1318;0.09752342;102.025;359.0224
D:\IMG\robocam_2018_09_19_18_50_36_580.jpg;0;1;0;5.004171;106.0242;165.5266;0.2634362;102.0319;359.1327
D:\IMG\robocam_2018_09_19_18_50_36_674.jpg;0;1;0;5.006183;105.9175;166.0212;0.5324544;102.0467;359.3382
D:\IMG\robocam_2018_09_19_18_50_36_756.jpg;0;1;0;5.016889;105.8322;166.4173;0.7818142;102.068;359.5334
D:\IMG\robocam_2018_09_19_18_50_36_842.jpg;0;1;0;5.014616;105.7464;166.8139;1.057418;102.1025;359.7422
D:\IMG\robocam_2018_09_19_18_50_36_923.jpg;0;1;0;5.014107;105.6599;167.211;1.352801;102.1434;359.9588
D:\IMG\robocam_2018_09_19_18_50_37_012.jpg;0;1;0;5.025096;105.5765;167.6066;1.556773;102.1447;-0.003919214
D:\IMG\robocam_2018_09_19_18_50_37_095.jpg;0;1;0;5.006852;105.4743;168.0938;1.339732;101.8257;0.009846714
D:\IMG\robocam_2018_09_19_18_50_37_171.jpg;0;1;0;5.0122;105.4127;168.3866;1.241425;102.334;-0.0005826504
D:\IMG\robocam_2018_09_19_18_50_37_260.jpg;0;1;0;5.018974;105.3085;168.8755;1.175015;102.3631;-0.0006233726
D:\IMG\robocam_2018_09_19_18_50_37_342.jpg;0;1;0;5.014121;105.2243;169.2679;1.185464;102.311;-0.0008927046
D:\IMG\robocam_2018_09_19_18_50_37_415.jpg;0;1;0;5.022996;105.1401;169.6604;1.220248;102.2993;-0.00120743
D:\IMG\robocam_2018_09_19_18_50_37_504.jpg;0;1;0;5.007792;105.056;170.0537;1.286069;102.2613;-0.001331035
D:\IMG\robocam_2018_09_19_18_50_37_584.jpg;0;1;0;4.994621;104.9719;170.4476;1.371241;102.2225;-0.001505661
D:\IMG\robocam_2018_09_19_18_50_37_670.jpg;0;1;0;5.017231;104.8882;170.8413;1.457635;102.1758;-0.001549313
D:\IMG\robocam_2018_09_19_18_50_37_753.jpg;0;1;0;5.016324;104.8051;171.2346;1.501635;102.1297;-0.004174159
D:\IMG\robocam_2018_09_19_18_50_37_835.jpg;0;1;0;5.006037;104.7022;171.7238;1.425883;102.0703;-0.001383368
D:\IMG\robocam_2018_09_19_18_50_37_906.jpg;0;1;0;5.010156;104.6406;172.0182;1.410901;102.039;-0.001526663
D:\IMG\robocam_2018_09_19_18_50_37_999.jpg;0;1;0;5.017046;104.5382;172.509;1.414968;101.967;-0.001514616
D:\IMG\robocam_2018_09_19_18_50_38_074.jpg;0;1;0;5.014124;104.4565;172.9025;1.4477;101.9267;-0.001711775
D:\IMG\robocam_2018_09_19_18_50_38_161.jpg;0;1;0;5.020369;104.3753;173.2956;1.485327;101.8487;-0.001469331
D:\IMG\robocam_2018_09_19_18_50_38_236.jpg;0;1;0;5.012016;104.2945;173.6887;1.491554;101.8037;-0.004203818
D:\IMG\robocam_2018_09_19_18_50_38_320.jpg;0;0.7764159;0;5.006539;104.2147;174.079;1.374429;101.7601;-0.001392505
D:\IMG\robocam_2018_09_19_18_50_38_397.jpg;0;0.5259095;0;5.008701;104.1352;174.4694;1.252042;101.715;-0.001200492
D:\IMG\robocam_2018_09_19_18_50_38_491.jpg;0;0.2917919;0;5.004306;104.0561;174.8586;1.087994;101.674;-0.0009648314
D:\IMG\robocam_2018_09_19_18_50_38_572.jpg;0;0.01303609;0;4.996442;103.9776;175.2457;0.8593674;101.6375;-0.0007106264
D:\IMG\robocam_2018_09_19_18_50_38_658.jpg;0;0;0;4.977823;103.8803;175.7257;0.4872164;101.5988;1.924395E-06
D:\IMG\robocam_2018_09_19_18_50_38_727.jpg;0;0;0;4.951157;103.8223;176.0119;0.2384773;101.5816;0.003824924
D:\IMG\robocam_2018_09_19_18_50_38_813.jpg;0;0;0;4.935236;103.7451;176.3923;359.9157;101.5612;0.003562668
D:\IMG\robocam_2018_09_19_18_50_38_898.jpg;0;0;0;4.913698;103.6485;176.8671;359.6188;101.5452;-0.0006274508
D:\IMG\robocam_2018_09_19_18_50_38_985.jpg;0;0;0;4.884832;103.5713;177.2457;359.4363;101.5396;-0.002354448
D:\IMG\robocam_2018_09_19_18_50_39_060.jpg;0;0;0;4.861868;103.4942;177.6233;359.2964;101.5381;-0.001968617
D:\IMG\robocam_2018_09_19_18_50_39_146.jpg;0;0;0;4.838691;103.4174;177.9996;359.1848;101.5379;-0.0003661925
D:\IMG\robocam_2018_09_19_18_50_39_223.jpg;0;0;0;4.816571;103.3408;178.3749;359.1191;101.5366;-0.002057157
D:\IMG\robocam_2018_09_19_18_50_39_304.jpg;0;0;0;4.792966;103.2645;178.7489;359.0837;101.537;0.001209585
D:\IMG\robocam_2018_09_19_18_50_39_382.jpg;0;0;0;4.77095;103.1885;179.1211;359.0441;101.5372;0.003724385
D:\IMG\robocam_2018_09_19_18_50_39_463.jpg;0;0;0;4.749303;103.1128;179.4929;359.0845;101.5315;359.9906
D:\IMG\robocam_2018_09_19_18_50_39_543.jpg;0;0;0;4.725522;103.0374;179.8627;359.1082;101.5304;359.9847
