Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\IMG\robocam_2018_09_19_18_50_59_812.jpg;13.41926;0;0;3.477523;103.4663;170.3006;359.7446;280.404;0.9943292
D:\IMG\robocam_2018_09_19_18_50_59_912.jpg;15;0;0;3.445341;103.543;169.9671;359.7836;283.6557;1.358147
D:\IMG\robocam_2018_09_19_18_51_00_016.jpg;15;0;0;3.416101;103.6549;169.5744;359.9862;287.9099;1.212841
D:\IMG\robocam_2018_09_19_18_51_00_115.jpg;15;0;0;3.36954;103.775;169.2635;359.9713;291.3896;1.128321
D:\IMG\robocam_2018_09_19_18_51_00_216.jpg;15;0;0;3.336436;103.9148;168.9632;-0.004080184;294.9892;1.220581
D:\IMG\robocam_2018_09_19_18_51_00_318.jpg;15;0;0;3.311429;104.069;168.6739;359.9877;298.5798;1.143287
D:\IMG\robocam_2018_09_19_18_51_00_407.jpg;15;0;0;3.28204;104.2068;168.4527;0.002391713;301.4613;1.204846
D:\IMG\robocam_2018_09_19_18_51_00_504.jpg;15;0;0;3.2586;104.3895;168.1866;359.9786;305.0144;1.147702
D:\IMG\robocam_2018_09_19_18_51_00_600.jpg;15;0;0;3.235789;104.59;167.9365;359.9937;308.5721;1.172624
D:\IMG\robocam_2018_09_19_18_51_00_695.jpg;10.70898;0;0;3.205806;104.7997;167.6976;359.9745;311.4456;1.126596
D:\IMG\robocam_2018_09_19_18_51_00_791.jpg;6.427784;0.2854128;0;3.185236;104.9739;167.5116;9.674323E-05;312.9835;1.080858
D:\IMG\robocam_2018_09_19_18_51_00_881.jpg;2.106272;0.5735137;0;3.187165;105.1953;167.28;0.01312109;313.8478;0.9897746
D:\IMG\robocam_2018_09_19_18_51_00_974.jpg;0;0.8423491;0;3.216266;105.4214;167.0449;0.1117241;314.0346;0.8583701
D:\IMG\robocam_2018_09_19_18_51_01_064.jpg;0;1;0;3.266304;105.6066;166.8528;0.2868574;314.0441;0.7201201
D:\IMG\robocam_2018_09_19_18_51_01_151.jpg;0;1;0;3.316956;105.7955;166.6567;0.536182;314.0321;0.5555425
D:\IMG\robocam_2018_09_19_18_51_01_234.jpg;0;1;0;3.368482;105.9878;166.4569;0.8350461;314.0093;0.3702362
D:\IMG\robocam_2018_09_19_18_51_01_325.jpg;-3.710866;1;0;3.420005;106.2283;166.1983;1.251948;313.2711;0.0260382
D:\IMG\robocam_2018_09_19_18_51_01_407.jpg;-7.795757;1;0;3.48228;106.4187;165.9873;1.439725;311.9619;359.8692
D:\IMG\robocam_2018_09_19_18_51_01_490.jpg;-11.53121;0.7509699;0;3.525977;106.5995;165.7739;1.224154;309.767;359.8156
D:\IMG\robocam_2018_09_19_18_51_01_573.jpg;-15;0.5015963;0;3.55302;106.766;165.5498;0.8417454;306.8638;359.5428
D:\IMG\robocam_2018_09_19_18_51_01_656.jpg;-15;0.2535412;0;3.577965;106.9557;165.2611;0.1882218;303.1423;358.9696
D:\IMG\robocam_2018_09_19_18_51_01_738.jpg;-15;0.006717935;0;3.572819;107.0973;165.0246;359.7195;300.3111;358.6179
D:\IMG\robocam_2018_09_19_18_51_01_816.jpg;-15;0;0;3.551179;107.2342;164.7807;359.6088;297.5416;358.6135
D:\IMG\robocam_2018_09_19_18_51_01_909.jpg;-15;0;0;3.525724;107.3604;164.528;359.7788;294.723;358.8479
D:\IMG\robocam_2018_09_19_18_51_01_995.jpg;-15;0;0;3.491176;107.4885;164.2029;0.0377424;291.2653;358.8833
D:\IMG\robocam_2018_09_19_18_51_02_081.jpg;-11.15759;0;0;3.448986;107.5764;163.9441;359.976;288.7725;358.8716
D:\IMG\robocam_2018_09_19_18_51_02_165.jpg;-7.247552;0.2606694;0;3.43459;107.6572;163.6823;359.9788;287.0293;358.8942
D:\IMG\robocam_2018_09_19_18_51_02_258.jpg;-3.470164;0.5124952;0;3.43291;107.7528;163.3512;0.006772773;285.8023;358.9603
D:\IMG\robocam_2018_09_19_18_51_02_345.jpg;0;0.7879876;0;3.454908;107.8284;163.0829;0.04601515;285.5123;359.0494
D:\IMG\robocam_2018_09_19_18_51_02_431.jpg;0;1;0;3.489911;107.9048;162.8096;0.1725063;285.4675;359.1661
D:\IMG\robocam_2018_09_19_18_51_02_523.jpg;0;1;0;3.539098;108.0021;162.4605;0.445781;285.4735;359.3528
D:\IMG\robocam_2018_09_19_18_51_02_611.jpg;0;1;0;3.60212;108.0816;162.1757;0.7277194;285.4939;359.5302
D:\IMG\robocam_2018_09_19_18_51_02_701.jpg;0;1;0;3.652507;108.1833;161.8142;1.099131;285.5435;359.7977
D:\IMG\robocam_2018_09_19_18_51_02_791.jpg;0;1;0;3.715244;108.2657;161.5205;1.394291;285.5756;-0.00167552
D:\IMG\robocam_2018_09_19_18_51_02_878.jpg;0;1;0;3.766333;108.3654;161.1517;1.459354;285.5423;-0.001800579
D:\IMG\robocam_2018_09_19_18_51_02_968.jpg;0;1;0;3.837546;108.4465;160.8537;1.405575;285.5204;-0.0009920767
D:\IMG\robocam_2018_09_19_18_51_03_059.jpg;0;1;0;3.888236;108.5498;160.4749;1.397788;285.4778;-0.001052629
D:\IMG\robocam_2018_09_19_18_51_03_148.jpg;0;1;0;3.950575;108.6336;160.1668;1.427993;285.442;-0.001141663
D:\IMG\robocam_2018_09_19_18_51_03_235.jpg;0;1;0;4.000277;108.7396;159.7764;1.460597;285.4015;-0.001857334
D:\IMG\robocam_2018_09_19_18_51_03_325.jpg;0;1;0;4.062795;108.8252;159.4602;1.453107;285.3803;-0.001345887
D:\IMG\robocam_2018_09_19_18_51_03_413.jpg;0;1;0;4.113757;108.9118;159.1398;1.461366;285.3494;-0.001692343
D:\IMG\robocam_2018_09_19_18_51_03_500.jpg;0;1;0;4.162405;109.0212;158.7339;1.468822;285.3116;-0.00137033
D:\IMG\robocam_2018_09_19_18_51_03_590.jpg;0;1;0;4.22472;109.1097;158.4049;1.471997;285.2807;-0.001373615
D:\IMG\robocam_2018_09_19_18_51_03_676.jpg;0;1;0;4.273921;109.2215;157.9883;1.476327;285.2408;-0.001377701
D:\IMG\robocam_2018_09_19_18_51_03_763.jpg;0;1;0;4.334946;109.3119;157.6507;1.478503;285.2082;-0.001410704
D:\IMG\robocam_2018_09_19_18_51_03_847.jpg;0;1;0;4.383671;109.4031;157.3092;1.485772;285.1741;-0.001398138
D:\IMG\robocam_2018_09_19_18_51_03_929.jpg;0;1;0;4.431845;109.495;156.964;1.48801;285.1392;-0.001800028
D:\IMG\robocam_2018_09_19_18_51_04_018.jpg;0;1;0;4.479476;109.6111;156.5271;1.496065;285.0961;-0.001341669
D:\IMG\robocam_2018_09_19_18_51_04_100.jpg;0;1;0;4.539728;109.7047;156.1735;1.495948;285.0475;-0.001273971
D:\IMG\robocam_2018_09_19_18_51_04_191.jpg;0;1;0;4.587527;109.799;155.8161;1.496241;285.0022;-0.001452524
D:\IMG\robocam_2018_09_19_18_51_04_275.jpg;0;1;0;4.635168;109.918;155.364;1.502952;284.9473;-0.001353163
D:\IMG\robocam_2018_09_19_18_51_04_355.jpg;0;1;0;4.693582;110.0138;154.9983;1.505179;284.8945;-0.001338846
D:\IMG\robocam_2018_09_19_18_51_04_442.jpg;0;1;0;4.740674;110.1103;154.6287;1.507486;284.8422;-0.001374131
D:\IMG\robocam_2018_09_19_18_51_04_523.jpg;0;1;0;4.78726;110.2074;154.2556;1.506718;284.7875;-0.001360679
D:\IMG\robocam_2018_09_19_18_51_04_606.jpg;0;1;0;4.83392;110.3051;153.8787;1.5115;284.7362;-0.001324277
D:\IMG\robocam_2018_09_19_18_51_04_688.jpg;0;1;0;4.880001;110.4033;153.4982;1.511934;284.6821;-0.001413047
D:\IMG\robocam_2018_09_19_18_51_04_768.jpg;0;1;0;4.926038;110.5022;153.1141;1.514421;284.6285;-0.001315724
D:\IMG\robocam_2018_09_19_18_51_04_852.jpg;0;1;0;4.971957;110.6015;152.7264;1.51377;284.5757;-0.001525759
D:\IMG\robocam_2018_09_19_18_51_04_932.jpg;0;1;0;5.012262;110.7005;152.3383;1.474131;284.519;-0.004040753
D:\IMG\robocam_2018_09_19_18_51_05_008.jpg;0;1;0;5.008441;110.7988;151.952;1.344133;284.4659;-0.001404003
D:\IMG\robocam_2018_09_19_18_51_05_094.jpg;0;1;0;5.013289;110.9216;151.4674;1.262913;284.4023;-0.0009216857
D:\IMG\robocam_2018_09_19_18_51_05_177.jpg;0;1;0;5.004404;111.0198;151.0788;1.249453;284.3451;-0.001342691
D:\IMG\robocam_2018_09_19_18_51_05_257.jpg;0;1;0;5.014277;111.1179;150.6892;1.27638;284.3124;-0.001651341
D:\IMG\robocam_2018_09_19_18_51_05_334.jpg;0;1;0;5.022713;111.2156;150.2996;1.319514;284.2489;-0.001290154
D:\IMG\robocam_2018_09_19_18_51_05_418.jpg;0;1;0;5.008161;111.3132;149.9094;1.385507;284.2004;-0.001001663
D:\IMG\robocam_2018_09_19_18_51_05_499.jpg;0;1;0;4.99656;111.4104;149.5186;1.465044;284.1592;-0.001605659
D:\IMG\robocam_2018_09_19_18_51_05_580.jpg;0;1;0;5.016644;111.507;149.1289;1.490659;284.0978;-0.003931664
D:\IMG\robocam_2018_09_19_18_51_05_662.jpg;0;1;0;5.012662;111.6026;148.7414;1.410758;284.0359;-0.001592624
D:\IMG\robocam_2018_09_19_18_51_05_736.jpg;0;1;0;5.013104;111.6982;148.3522;1.382213;283.9996;-0.001711113
D:\IMG\robocam_2018_09_19_18_51_05_822.jpg;0;1;0;5.017496;111.7934;147.963;1.376201;283.8945;-0.001262175
D:\IMG\robocam_2018_09_19_18_51_05_899.jpg;0;1;0;5.013436;111.8884;147.5728;1.40302;283.8453;-0.001131883
D:\IMG\robocam_2018_09_19_18_51_05_979.jpg;0;1;0;5.005518;111.9831;147.182;1.447853;283.7883;-0.00159728
D:\IMG\robocam_2018_09_19_18_51_06_062.jpg;0;1;0;5.01423;112.0774;146.7909;1.506645;283.7495;-0.001853556
D:\IMG\robocam_2018_09_19_18_51_06_142.jpg;0;1;0;5.020786;112.171;146.4007;1.504707;283.787;359.9941
D:\IMG\robocam_2018_09_19_18_51_06_220.jpg;3.590903;1;0;5.02553;112.2656;146.0116;1.490858;283.7379;-0.002992555
D:\IMG\robocam_2018_09_19_18_51_06_302.jpg;7.143477;1;0;5.006117;112.3651;145.6226;1.4944;284.7189;0.02469781
D:\IMG\robocam_2018_09_19_18_51_06_382.jpg;10.80191;1;0;5.013786;112.4737;145.24;1.330977;286.7286;0.1249255
D:\IMG\robocam_2018_09_19_18_51_06_463.jpg;7.206101;1;0;5.016562;112.5912;144.8609;1.095482;288.284;0.3266935
D:\IMG\robocam_2018_09_19_18_51_06_540.jpg;3.560905;1;0;5.016621;112.7152;144.4851;0.8076098;289.3314;0.5396533
D:\IMG\robocam_2018_09_19_18_51_06_622.jpg;0.04766878;1;0;5.012217;112.8433;144.1103;0.5293915;289.7353;0.7216129
D:\IMG\robocam_2018_09_19_18_51_06_700.jpg;0;1;0;5.011775;112.9741;143.7355;0.302671;289.8253;0.8513256
D:\IMG\robocam_2018_09_19_18_51_06_779.jpg;0;1;0;5.011508;113.107;143.3597;0.1702113;289.8257;0.9343899
D:\IMG\robocam_2018_09_19_18_51_06_862.jpg;0;1;0;5.012075;113.241;142.9827;0.1255624;289.8076;0.9510869
D:\IMG\robocam_2018_09_19_18_51_06_939.jpg;0;1;0;5.011537;113.376;142.604;0.181866;289.7922;0.9204723
D:\IMG\robocam_2018_09_19_18_51_07_019.jpg;0;1;0;5.017516;113.5116;142.2241;0.3216478;289.7856;0.8397021
D:\IMG\robocam_2018_09_19_18_51_07_101.jpg;0;1;0;5.017369;113.6473;141.8436;0.4934797;289.7737;0.6950219
D:\IMG\robocam_2018_09_19_18_51_07_181.jpg;0;1;0;5.01701;113.7833;141.4625;0.7085748;289.754;0.5249597
D:\IMG\robocam_2018_09_19_18_51_07_261.jpg;0;1;0;5.014801;113.9194;141.0807;0.9579425;289.7235;0.3366797
D:\IMG\robocam_2018_09_19_18_51_07_340.jpg;0;1;0;5.014276;114.0552;140.6983;1.229443;289.6818;0.1375215
D:\IMG\robocam_2018_09_19_18_51_07_418.jpg;0;1;0;5.018137;114.1913;140.3165;1.486394;289.6343;359.9936
D:\IMG\robocam_2018_09_19_18_51_07_500.jpg;0;1;0;5.014592;114.3276;139.9393;1.468111;289.6923;-0.004397684
D:\IMG\robocam_2018_09_19_18_51_07_579.jpg;0;1;0;5.023136;114.4603;139.5649;1.271213;289.8247;359.9871
D:\IMG\robocam_2018_09_19_18_51_07_660.jpg;0;1;0;4.990208;114.5944;139.1878;1.187317;289.795;6.231217E-06
D:\IMG\robocam_2018_09_19_18_51_07_739.jpg;0;1;0;5.027141;114.7284;138.8111;1.144029;289.8586;-0.00101203
D:\IMG\robocam_2018_09_19_18_51_07_819.jpg;0;1;0;5.008304;114.8632;138.4332;1.156642;289.833;-0.001534544
D:\IMG\robocam_2018_09_19_18_51_07_898.jpg;0;1;0;4.995097;114.9982;138.0544;1.208407;289.7961;-0.001255566
D:\IMG\robocam_2018_09_19_18_51_07_976.jpg;0;1;0;5.017845;115.133;137.6756;1.276711;289.7599;-0.001437765
D:\IMG\robocam_2018_09_19_18_51_08_058.jpg;0;1;0;5.015054;115.2677;137.2961;1.365679;289.7192;-0.001345823
D:\IMG\robocam_2018_09_19_18_51_08_141.jpg;0;1;0;5.004094;115.4021;136.9164;1.460477;289.6758;-0.001489839
D:\IMG\robocam_2018_09_19_18_51_08_220.jpg;0;1;0;5.014312;115.5358;136.5374;1.503475;289.6227;-0.004038939
D:\IMG\robocam_2018_09_19_18_51_08_300.jpg;0;1;0;5.011254;115.6685;136.1604;1.436378;289.569;-0.001544855
D:\IMG\robocam_2018_09_19_18_51_08_381.jpg;0;1;0;5.013262;115.8011;135.7822;1.412825;289.5275;-0.001596669
D:\IMG\robocam_2018_09_19_18_51_08_464.jpg;0;1;0;5.016973;115.9335;135.4037;1.411658;289.4503;-0.001298904
D:\IMG\robocam_2018_09_19_18_51_08_546.jpg;0;1;0;5.015292;116.0657;135.0245;1.437943;289.4011;-0.001216877
D:\IMG\robocam_2018_09_19_18_51_08_631.jpg;3.687523;1;0;5.005992;116.1998;134.646;1.474454;289.6961;0.002560488
D:\IMG\robocam_2018_09_19_18_51_08_716.jpg;7.526726;1;0;4.98368;116.3739;134.1765;1.425892;291.0347;0.0202912
D:\IMG\robocam_2018_09_19_18_51_08_799.jpg;3.740836;1;0;5.021059;116.5188;133.8046;1.32753;291.8434;0.1020419
D:\IMG\robocam_2018_09_19_18_51_08_881.jpg;0;1;0;5.007899;116.6659;133.4328;1.26795;292.1257;0.2085831
D:\IMG\robocam_2018_09_19_18_51_08_972.jpg;0;1;0;4.993527;116.8121;133.0622;1.129475;292.0923;0.1938795
D:\IMG\robocam_2018_09_19_18_51_09_053.jpg;0;1;0;4.980186;116.9603;132.6908;1.05551;292.0846;0.1799539
D:\IMG\robocam_2018_09_19_18_51_09_140.jpg;0;1;0;5.019314;117.1459;132.226;1.036686;291.9565;0.1407539
D:\IMG\robocam_2018_09_19_18_51_09_220.jpg;0;1;0;5.015182;117.2944;131.8526;1.084095;291.8834;0.07815952
D:\IMG\robocam_2018_09_19_18_51_09_310.jpg;0;1;0;5.016881;117.4429;131.4784;1.178321;291.8292;-0.001323108
D:\IMG\robocam_2018_09_19_18_51_09_392.jpg;4.065185;1;0;5.000098;117.5948;131.1054;1.284178;292.2165;-0.003951457
D:\IMG\robocam_2018_09_19_18_51_09_478.jpg;7.799654;1;0;5.014426;117.7928;130.6426;1.409027;293.5961;0.09134963
D:\IMG\robocam_2018_09_19_18_51_09_566.jpg;3.942984;1;0;4.9955;117.9536;130.2767;1.349594;294.5108;0.1095284
D:\IMG\robocam_2018_09_19_18_51_09_655.jpg;0.01133233;1;0;4.971829;118.1587;129.8204;1.274547;294.9421;0.1504285
D:\IMG\robocam_2018_09_19_18_51_09_740.jpg;3.99683;1;0;5.028646;118.327;129.4587;1.190323;295.2984;0.2298507
D:\IMG\robocam_2018_09_19_18_51_09_827.jpg;7.879558;1;0;5.007128;118.5011;129.0999;1.074194;296.3267;0.3421513
D:\IMG\robocam_2018_09_19_18_51_09_916.jpg;11.77977;1;0;5.008013;118.7319;128.6616;0.7922682;298.6028;0.6015097
D:\IMG\robocam_2018_09_19_18_51_10_005.jpg;15;1;0;5.022619;118.9281;128.3206;0.4098572;301.191;0.8616021
D:\IMG\robocam_2018_09_19_18_51_10_082.jpg;15;1;0;5.009873;119.1385;127.9909;359.9177;303.9084;1.276008
D:\IMG\robocam_2018_09_19_18_51_10_173.jpg;15;1;0;5.007085;119.3599;127.6623;359.749;306.242;1.424999
D:\IMG\robocam_2018_09_19_18_51_10_262.jpg;10.84914;1;0;5.001199;119.6549;127.2525;0.02846687;308.7313;1.169378
D:\IMG\robocam_2018_09_19_18_51_10_349.jpg;6.846056;1;0;5.044098;119.9065;126.9385;0.1520571;310.6938;1.061033
D:\IMG\robocam_2018_09_19_18_51_10_438.jpg;2.936173;1;0;5.008505;120.2323;126.5592;0.1085107;312.1526;1.018329
D:\IMG\robocam_2018_09_19_18_51_10_522.jpg;0;1;0;5.011344;120.4991;126.2608;0.07895008;312.5505;1.025842
D:\IMG\robocam_2018_09_19_18_51_10_614.jpg;0;1;0;5.011634;120.836;125.8896;0.08801503;312.6631;0.9703532
D:\IMG\robocam_2018_09_19_18_51_10_703.jpg;0;1;0;5.012085;121.1081;125.5926;0.1934474;312.6766;0.9029129
D:\IMG\robocam_2018_09_19_18_51_10_793.jpg;0;1;0;5.005441;121.3812;125.2949;0.3688291;312.6724;0.7921724
D:\IMG\robocam_2018_09_19_18_51_10_879.jpg;0;1;0;5.006898;121.7232;124.922;0.6374012;312.6639;0.5858468
D:\IMG\robocam_2018_09_19_18_51_10_968.jpg;0;1;0;5.016544;121.9971;124.6234;0.8806797;312.6386;0.3926734
D:\IMG\robocam_2018_09_19_18_51_11_066.jpg;0;1;0;5.014442;122.3395;124.2495;1.217663;312.5807;0.1392106
D:\IMG\robocam_2018_09_19_18_51_11_156.jpg;-4.364229;1;0;5.001689;122.6791;123.8735;1.533356;311.9217;359.9573
D:\IMG\robocam_2018_09_19_18_51_11_254.jpg;-8.428995;1;0;5.00651;123.0077;123.4992;1.341984;310.1226;359.946
D:\IMG\robocam_2018_09_19_18_51_11_332.jpg;-12.86411;1;0;5.015442;123.195;123.267;1.203377;308.6592;359.7163
D:\IMG\robocam_2018_09_19_18_51_11_429.jpg;-15;1;0;5.016434;123.4916;122.8753;0.6886613;305.4061;359.3452
D:\IMG\robocam_2018_09_19_18_51_11_523.jpg;-10.69461;1;0;5.007095;123.7663;122.4716;0.007532605;302.4637;358.8073
D:\IMG\robocam_2018_09_19_18_51_11_618.jpg;-6.464481;1;0;5.009289;124.0366;122.055;359.8212;300.7925;358.6889
D:\IMG\robocam_2018_09_19_18_51_11_701.jpg;-2.168174;1;0;5.003523;124.2516;121.712;0.04224219;300.1445;358.97
D:\IMG\robocam_2018_09_19_18_51_11_790.jpg;0;1;0;5.032266;124.4582;121.3633;0.2954105;299.8006;359.1798
D:\IMG\robocam_2018_09_19_18_51_11_877.jpg;0;1;0;5.011345;124.712;120.9242;0.6392274;299.703;359.3907
D:\IMG\robocam_2018_09_19_18_51_11_972.jpg;0;1;0;5.006345;124.9143;120.5726;0.9049264;299.697;359.5933
D:\IMG\robocam_2018_09_19_18_51_12_061.jpg;0;1;0;5.007845;125.1669;120.133;1.241377;299.7583;359.8565
D:\IMG\robocam_2018_09_19_18_51_12_146.jpg;0;1;0;5.015659;125.3684;119.7809;1.507392;299.783;-0.001155235
D:\IMG\robocam_2018_09_19_18_51_12_238.jpg;0;1;0;5.000538;125.6148;119.3446;1.419767;299.697;-0.002019848
D:\IMG\robocam_2018_09_19_18_51_12_326.jpg;0;1;0;5.065962;125.8083;119.0016;1.15955;299.6575;-0.0009646416
D:\IMG\robocam_2018_09_19_18_51_12_418.jpg;0;1;0;5.010928;126.0533;118.5671;1.010919;299.6005;-0.0008242866
D:\IMG\robocam_2018_09_19_18_51_12_498.jpg;-4.186752;1;0;5.016246;126.2476;118.2174;0.9633961;299.1703;-0.001389526
D:\IMG\robocam_2018_09_19_18_51_12_584.jpg;-7.789448;1;0;5.015474;126.4374;117.8641;0.9733185;298.1083;359.9597
D:\IMG\robocam_2018_09_19_18_51_12_668.jpg;-11.61029;1;0;5.000397;126.6171;117.5055;0.9892411;296.3489;359.7282
D:\IMG\robocam_2018_09_19_18_51_12_751.jpg;-15;1;0;5.015287;126.7844;117.1435;0.8979766;293.9255;359.3958
D:\IMG\robocam_2018_09_19_18_51_12_826.jpg;-15;1;0;5.007887;126.9369;116.7814;0.5011674;291.0407;359.0943
D:\IMG\robocam_2018_09_19_18_51_12_917.jpg;-15;1;0;5.006445;127.1026;116.3228;359.8213;287.3307;358.6403
D:\IMG\robocam_2018_09_19_18_51_12_988.jpg;-15;1;0;5.002137;127.1947;116.0387;359.7853;285.4422;358.558
D:\IMG\robocam_2018_09_19_18_51_13_068.jpg;-15;1;0;5.000428;127.3061;115.6514;0.01786432;283.0768;358.6214
D:\IMG\robocam_2018_09_19_18_51_13_148.jpg;-15;1;0;5.000911;127.3994;115.2613;0.1023657;280.3047;358.8429
D:\IMG\robocam_2018_09_19_18_51_13_224.jpg;-15;1;0;5.002789;127.4649;114.8688;359.9789;277.0734;358.8149
D:\IMG\robocam_2018_09_19_18_51_13_303.jpg;-15;1;0;5.008344;127.5097;114.4713;0.01569444;274.302;358.6855
D:\IMG\robocam_2018_09_19_18_51_13_387.jpg;-15;1;0;5.002939;127.5393;114.0725;0.02789759;271.7556;358.709
D:\IMG\robocam_2018_09_19_18_51_13_466.jpg;-15;1;0;5.02714;127.5521;113.6737;0.01016292;269.2469;358.8436
D:\IMG\robocam_2018_09_19_18_51_13_543.jpg;-15;1;0;5.002742;127.5411;113.2737;0.01894564;266.446;358.8345
D:\IMG\robocam_2018_09_19_18_51_13_630.jpg;-15;1;0;5.008434;127.5126;112.8752;0.01324216;263.8234;358.8257
D:\IMG\robocam_2018_09_19_18_51_13_710.jpg;-15;1;0;5.010222;127.4655;112.4782;0.01255754;261.0948;358.8282
D:\IMG\robocam_2018_09_19_18_51_13_792.jpg;-15;1;0;5.007735;127.4001;112.084;0.01431257;258.4213;358.827
D:\IMG\robocam_2018_09_19_18_51_13_877.jpg;-15;1;0;5.00887;127.2921;111.5965;-0.001045566;255.0349;358.8158
D:\IMG\robocam_2018_09_19_18_51_13_965.jpg;-15;1;0;5.00789;127.1859;111.211;0.009916141;252.3802;358.8295
D:\IMG\robocam_2018_09_19_18_51_14_051.jpg;-15;1;0;5.007613;127.0599;110.8313;0.02727361;249.69;358.7706
D:\IMG\robocam_2018_09_19_18_51_14_143.jpg;-11.1573;1;0;5.012804;126.8842;110.3635;0.02011069;246.891;358.877
D:\IMG\robocam_2018_09_19_18_51_14_228.jpg;-7.026132;1;0;5.012667;126.726;109.9961;0.004676492;245.1577;358.8821
D:\IMG\robocam_2018_09_19_18_51_14_318.jpg;-3.170659;1;0;5.010811;126.5155;109.5415;0.02193003;243.9608;358.8964
D:\IMG\robocam_2018_09_19_18_51_14_406.jpg;0;1;0;5.009825;126.3422;109.1798;0.03059264;243.5965;358.9816
D:\IMG\robocam_2018_09_19_18_51_14_496.jpg;0;1;0;5.011705;126.1204;108.7284;0.1354432;243.487;359.0781
D:\IMG\robocam_2018_09_19_18_51_14_581.jpg;0;1;0;5.011523;125.9412;108.3666;0.2996519;243.4817;359.1828
D:\IMG\robocam_2018_09_19_18_51_14_671.jpg;0;1;0;5.011143;125.7612;108.0038;0.5274693;243.4829;359.3239
D:\IMG\robocam_2018_09_19_18_51_14_765.jpg;0;1;0;5.016949;125.5364;107.55;0.8290118;243.5052;359.5627
D:\IMG\robocam_2018_09_19_18_51_14_855.jpg;0;1;0;5.007772;125.3112;107.0953;1.175602;243.5475;359.8151
D:\IMG\robocam_2018_09_19_18_51_14_948.jpg;0;1;0;5.018567;125.1314;106.7319;1.444449;243.6097;-0.003414552
D:\IMG\robocam_2018_09_19_18_51_15_039.jpg;0;1;0;5.013716;124.9059;106.284;1.447817;243.5572;-0.00470438
D:\IMG\robocam_2018_09_19_18_51_15_130.jpg;0;1;0;5.010546;124.7284;105.9316;1.187116;243.5132;-0.0005944341
D:\IMG\robocam_2018_09_19_18_51_15_221.jpg;0;1;0;4.995813;124.5042;105.4865;1.019503;243.4584;-0.0008971912
D:\IMG\robocam_2018_09_19_18_51_15_311.jpg;-4.084067;1;0;5.009765;124.3221;105.1304;0.9660717;242.9985;-0.000791494
D:\IMG\robocam_2018_09_19_18_51_15_402.jpg;-8.211097;1;0;5.000686;124.0859;104.6887;0.9628417;241.5265;359.9192
D:\IMG\robocam_2018_09_19_18_51_15_491.jpg;-12.24493;1;0;5.005907;123.8855;104.3415;0.9650919;239.6405;359.6446
D:\IMG\robocam_2018_09_19_18_51_15_586.jpg;-15;1;0;5.011284;123.6225;103.9208;0.727422;236.4254;359.2386
D:\IMG\robocam_2018_09_19_18_51_15_679.jpg;-15;1;0;5.007204;123.3441;103.5212;0.01900967;232.7185;358.8191
D:\IMG\robocam_2018_09_19_18_51_15_770.jpg;-15;1;0;5.005439;123.1032;103.208;359.7677;229.976;358.5539
D:\IMG\robocam_2018_09_19_18_51_15_867.jpg;-15;1;0;5.001136;122.7816;102.8211;0.02119771;227.0079;358.6255
D:\IMG\robocam_2018_09_19_18_51_15_961.jpg;-15;1;0;5.001034;122.4401;102.4559;0.03311089;223.4497;358.8797
D:\IMG\robocam_2018_09_19_18_51_16_054.jpg;-15;1;0;5.021663;122.0707;102.1202;0.004594903;219.7708;358.7949
D:\IMG\robocam_2018_09_19_18_51_16_156.jpg;-15;1;0;5.002602;121.6832;101.8049;0.01042847;216.3409;358.8229
D:\IMG\robocam_2018_09_19_18_51_16_256.jpg;-15;1;0;5.006644;121.2762;101.5155;0.004118978;212.947;358.7489
D:\IMG\robocam_2018_09_19_18_51_16_358.jpg;-15;1;0;5.004128;120.8548;101.2466;0.02221503;209.7193;358.8622
D:\IMG\robocam_2018_09_19_18_51_16_463.jpg;-15;1;0;5.012265;120.4167;101.0068;0.01375931;206.335;358.8177
D:\IMG\robocam_2018_09_19_18_51_16_565.jpg;-10.32118;1;0;5.009232;119.967;100.789;-0.001401416;203.5248;358.8499
D:\IMG\robocam_2018_09_19_18_51_16_669.jpg;-5.717197;1;0;5.009931;119.5076;100.5901;0.006291672;201.6976;358.8798
D:\IMG\robocam_2018_09_19_18_51_16_775.jpg;-1.010819;1;0;5.01108;118.9492;100.3661;0.03495083;200.8167;358.9841
D:\IMG\robocam_2018_09_19_18_51_16_879.jpg;0;1;0;5.011554;118.4799;100.1855;0.1350641;200.6448;359.0651
D:\IMG\robocam_2018_09_19_18_51_16_981.jpg;0;1;0;5.011108;118.0079;100.0062;0.3505479;200.6193;359.1845
D:\IMG\robocam_2018_09_19_18_51_17_084.jpg;0;1;0;5.005724;117.5348;99.82671;0.6184757;200.623;359.3827
D:\IMG\robocam_2018_09_19_18_51_17_187.jpg;0;1;0;5.016525;117.0616;99.64709;0.907016;200.6543;359.6345
D:\IMG\robocam_2018_09_19_18_51_17_289.jpg;0;1;0;5.008926;116.5872;99.4668;1.25023;200.6943;359.8901
D:\IMG\robocam_2018_09_19_18_51_17_396.jpg;4.602583;1;0;5.026546;116.022;99.24884;1.513613;201.5669;0.001417866
D:\IMG\robocam_2018_09_19_18_51_17_499.jpg;9.385776;1;0;5.00755;115.5618;99.05803;1.318372;203.3575;0.08231871
